,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF19aasbphu,ZTF19aasbphu,ZTF21abnfyal,ZTFabc27168,ZTFabc47554,ZTFabc32883,ZTFabc10549,ZTFabc77242,ZTFabc85617,ZTFabc10121,ZTFabc31048,ZTFabc64701,0,7.3108,7.5196,7.5557,7.5558,7.5568,7.5569,7.5574,7.5581,7.5601,7.5602,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,SN Ia-91bg-like,SN Ia-91bg-like,SN Ia-91bg-like,SN Ia-91bg-like,SN Ia-91bg-like,SN Ia-91bg-like,SN Ia-91bg-like,SN Ia-91bg-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acyxprc,ZTF20acyxprc,ZTF18acpegrg,ZTF21abbzczm,ZTF20acsfciw,ZTF21abcsbnb,ZTF18adbhgwx,ZTF21aarsgwk,ZTF21aaeoxfd,ZTF20aciuuks,ZTF18acrwgfp,ZTF20acoyqav,0,5.8045,7.3363,7.8545,8.1103,8.1655,8.3281,8.3376,8.4054,8.536,8.6064,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,SN Ia,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.08,-99.0,-99.0,-99.0
ZTF21aapnupd,ZTF21aapnupd,ZTFabc87264,ZTFabc92772,ZTFabc05287,ZTFabc77172,ZTF21aagmhzg,ZTF20acxmxth,ZTFabc75086,ZTFabc33029,ZTF20acnexgl,ZTFabc21819,0,6.2907,6.3068,6.4527,6.604,6.7132,6.7369,6.7864,6.809,6.8761,6.887,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,No_TNS,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,None,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.04,-99.0,-99.0,-99.0,-99.0
ZTF20acrmolb,ZTF20acrmolb,ZTFabc02401,ZTFabc45547,ZTFabc00482,ZTF20acxfced,ZTF18aczeqva,ZTF20acrxqkg,ZTF20acmydwh,ZTFabc84946,ZTF19aarjspm,ZTFabc56212,0,7.3903,7.4534,8.6427,8.7338,9.117,9.5335,9.6051,9.7312,9.7893,9.9935,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,None,SN Ia,SN Ia,SN Ia,None,None,None,None,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acnncve,ZTF18acnncve,ZTF18acrvldh,ZTFabc71065,ZTFabc11249,ZTF18abzzfxf,ZTF21abihrja,ZTF20aamibse,ZTF21abplgag,ZTF20ackijaj,ZTF21aaoglbq,ZTF21abkftes,0,6.4008,6.5832,6.7542,6.7659,6.7895,7.0931,7.6067,7.6238,7.67,7.9443,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ib,None,SN Ia,SN Ia,None,None,None,SN Ia,None,None,None,0.0445,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07521,-99.0,-99.0,-99.0
ZTF21abwrola,ZTF21abwrola,ZTF21aaynohd,ZTF21abjzuja,ZTF21abjtxur,ZTF20acejcco,ZTF21aarmvnh,ZTF21abdtlqx,ZTF21accqlsf,ZTF21abisrrc,ZTF21aaygefv,ZTF21abxneye,0,9.2581,9.4747,9.5761,9.7292,10.0397,10.178,10.1808,10.2657,10.3602,10.3614,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acwombm,ZTF20acwombm,ZTFabc81048,ZTFabc97985,ZTFabc02092,ZTF20acuzfpk,ZTFabc24788,ZTFabc12431,ZTFabc19717,ZTFabc29703,ZTFabc96659,ZTFabc37499,0,4.6074,4.6687,4.7554,4.7778,4.809,4.9415,5.3724,5.4279,5.4908,5.5858,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.124,-99.0,-99.0,-99.0,0.057,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acynllu,ZTF20acynllu,ZTFabc93109,ZTFabc59680,ZTF21aawbbid,ZTFabc71973,ZTFabc85711,ZTFabc28634,ZTFabc08929,ZTFabc63630,ZTFabc49528,ZTFabc22024,0,5.9183,5.9424,6.0865,6.7671,6.7734,6.7789,6.7821,6.7832,6.7835,6.7874,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,0.053,-99.0,-99.0,0.15,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acphbpb,ZTF20acphbpb,ZTF21abfpgph,ZTF21abhystr,ZTFabc91063,ZTFabc95174,ZTF21abhyrgk,ZTF21aahmxsq,ZTF21aaqzrov,ZTFabc69415,ZTFabc86870,ZTF21abjbukd,0,5.3281,6.3586,6.6286,6.6994,6.7154,6.7938,6.8234,6.8952,6.9144,7.1516,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,None,None,None,SN II,SN II,None,None,None,SN II,SN II,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0511
ZTF21aagyewh,ZTF21aagyewh,ZTFabc01516,ZTFabc89561,ZTF19acwiqrc,ZTFabc13183,ZTFabc01482,ZTF21aagyrvh,ZTFabc44777,ZTFabc00610,ZTFabc40287,ZTFabc98256,0,7.2177,7.6104,7.9547,8.0923,8.1107,8.1757,8.2194,8.3193,8.4224,8.46,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,0.051646,-99.0,-99.0,0.048,-99.0,-99.0,0.061207,-99.0,-99.0,-99.0,-99.0
ZTF20ackpjmb,ZTF20ackpjmb,ZTF21aalogmp,ZTFabc53061,ZTFabc77013,ZTFabc95358,ZTFabc31940,ZTF20achmjjk,ZTFabc88501,ZTF21abryffa,ZTFabc88294,ZTF20achtubm,0,6.1,6.9869,7.0195,7.0362,7.3337,7.387,7.4032,7.4739,7.4929,7.5517,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,None,SN Ia,SN Ia,0.135,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.136
ZTF21abhspta,ZTF21abhspta,ZTF21aastxqq,ZTF21aawagcq,ZTF21ackjdav,ZTF21abvdrrg,ZTF21aatwqvv,ZTFabc18239,ZTF20acnexgl,ZTFabc09326,ZTFabc50764,ZTF20aconebc,0,4.8446,5.525,6.6134,6.7485,6.8414,7.0236,7.1107,7.1492,7.3592,7.4191,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,No_TNS,Fake,Fake,No_TNS,None,None,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acvwkvc,ZTF18acvwkvc,ZTFabc86870,ZTFabc69415,ZTF20acnznxh,ZTFabc91063,ZTFabc95174,ZTF21abjbukd,ZTF21abxoxhb,ZTF21abhystr,ZTF21aaqebzh,ZTF21abvgprv,0,7.2822,7.2922,7.7587,7.8676,7.8698,7.8835,7.8919,8.0573,8.1155,8.1949,No_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,SN II,SN II,None,SN II,SN II,SN II,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0511,-99.0,-99.0,-99.0,-99.0
ZTF20aclnhuo,ZTF20aclnhuo,ZTF20aclgnds,ZTFabc90355,ZTF18abgmmso,ZTFabc11863,ZTF21abalkop,ZTF21abdirbu,ZTF20acllvho,ZTFabc41281,ZTF20acogybn,ZTFabc85255,0,6.1397,6.1446,6.2403,6.8391,6.8843,6.9033,6.9175,7.0954,7.2334,7.2438,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,None,SN Ia,SN Ia,None,SN II,None,None,None,SN II,None,SN Ia,-99.0,0.08,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aahpsfj,ZTF21aahpsfj,ZTF21aaspfic,ZTF21aaewjmq,ZTF21abarhvu,ZTF21aaqchgu,ZTF18aajimzr,ZTF18abycfpf,ZTFabc01877,ZTFabc74015,ZTFabc14606,ZTFabc72165,0,7.2945,8.1672,8.8552,8.9113,9.1672,9.4982,9.6395,9.6551,9.6573,9.6621,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,None,None,None,None,None,None,None,SN II,SN II,SN II,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagswvs,ZTF21aagswvs,ZTF21aagskpt,ZTF21aaaovyi,ZTF18abrxvpd,ZTF21abrgxvz,ZTF21aagtrkk,ZTF21abanfaz,ZTF18aafzcbw,ZTF21aasqyoo,ZTF21aalklsu,ZTF21aasfvsq,0,5.8658,6.0935,6.2604,6.6095,6.63,6.9582,6.9928,7.1005,7.3217,7.417,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20actquyv,ZTF20actquyv,ZTF21aawckpe,ZTFabc90697,ZTF19aabyvwv,ZTFabc13331,ZTFabc53934,ZTF21abkrteb,ZTFabc51475,ZTFabc43576,ZTFabc67313,ZTFabc25488,0,4.4037,4.6171,6.1837,6.3487,6.5423,6.576,6.5856,6.5949,6.644,6.7101,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,None,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,0.047,-99.0,-99.0,-99.0,-99.0,0.07295,-99.0,-99.0,-99.0,-99.0
ZTF21aagtlxw,ZTF21aagtlxw,ZTF21aaluqlg,ZTF21aaaovyi,ZTF21abenfxq,ZTF21aartdkg,ZTF21aatjdwm,ZTF21aacuhay,ZTF20aadcegc,ZTF18aajmlnp,ZTF21aaqbakr,ZTF21aauadqq,0,6.8947,7.4531,7.4537,7.4914,7.5731,7.8995,7.9363,8.0768,8.079,8.1625,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abcudhu,ZTF21abcudhu,ZTF21aawtchn,ZTFabc55699,ZTFabc53671,ZTFabc74552,ZTFabc00407,ZTFabc59579,ZTF20acqrahz,ZTF21abdfdwi,ZTFabc34382,ZTFabc36368,0,3.9552,4.585,4.7144,4.8278,4.8609,4.8852,4.9529,5.0824,5.0993,5.1257,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.08612,-99.0,-99.0
ZTF19aayuxpq,ZTF19aayuxpq,ZTF21abfyqtx,ZTF19aabyvbf,ZTF21aavelfw,ZTFabc47422,ZTFabc85255,ZTFabc76158,ZTF18acvwcky,ZTF21abapyjt,ZTF18abmofew,ZTFabc16602,0,4.617,4.6434,4.8185,4.8203,4.8389,4.9483,5.0087,5.0352,5.1132,5.1399,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,No_TNS,Fake,None,None,None,None,SN Ia,SN Ia,SN Ia,None,None,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acplhzx,ZTF20acplhzx,ZTFabc74154,ZTF21aavcoxf,ZTFabc72617,ZTF21aaqgluf,ZTFabc53214,ZTFabc11098,ZTF21aacigiw,ZTFabc89553,ZTFabc23897,ZTF20acozzem,0,4.2903,4.5078,5.1512,5.1587,5.189,5.2145,5.2357,5.257,5.2963,5.4008,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,None,SN Ia,None,SN Ia,None,SN Ia,SN Ia,None,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aadlaxo,ZTF18aadlaxo,ZTF20acwscli,ZTFabc40425,ZTFabc91923,ZTFabc40110,ZTFabc95392,ZTFabc29179,ZTFabc50044,ZTFabc54804,ZTFabc46146,ZTFabc24293,0,5.4493,5.5792,6.0068,6.1456,6.1596,6.1643,6.1682,6.1795,6.1972,6.1979,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,None,SN Ia,SN Ia,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,0.052953,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20achnjnz,ZTF20achnjnz,ZTFabc33748,ZTFabc75556,ZTFabc15946,ZTFabc03995,ZTF21aayqycm,ZTFabc68760,ZTFabc73210,ZTF21aalgilf,ZTFabc70452,ZTF21aaaecrv,0,5.9538,6.4642,6.6779,6.6876,6.702,6.8136,6.9897,7.1762,7.3789,7.3875,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,No_TNS,Fake,Yes_TNS,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,-99.0,-99.0,-99.0,0.078
ZTF18aansqom,ZTF18aansqom,ZTFabc47706,ZTFabc36826,ZTFabc69091,ZTFabc87472,ZTFabc31286,ZTFabc07287,ZTFabc18265,ZTFabc24902,ZTFabc21078,ZTFabc10272,0,5.4184,5.6505,5.7688,5.8673,5.9284,5.9331,5.934,5.9347,5.9944,6.0082,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,SN II,0.03,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaanqpg,ZTF21aaanqpg,ZTF21aafkkfm,ZTF21aaluiam,ZTFabc47422,ZTF20acpzdzq,ZTF21aavelfw,ZTF21abdpjgu,ZTFabc09326,ZTF21aatiolj,ZTF21abalkop,ZTF21aapwakp,0,5.5318,5.6703,5.914,6.0273,6.0589,6.1754,6.328,6.3294,6.3481,6.3716,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,SN Ia,None,None,None,SN Ia,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18abvexiz,ZTF18abvexiz,ZTF21abdvaxe,ZTF21abijcqe,ZTF21abqgvbt,ZTF21aagsigt,ZTF18accvkpt,ZTF21abcurvf,ZTF18abuvqgo,ZTF20acvbmdy,ZTF21aaswuea,ZTF18acvgjve,0,7.1656,7.8489,8.4405,8.6201,8.6571,8.8905,8.9432,9.2083,9.5377,9.6485,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,Yes_TNS,None,SN Ia,None,None,None,None,None,None,None,None,None,-99.0,0.083,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acbwele,ZTF18acbwele,ZTF21abcltia,ZTF21abxnrfx,ZTF18adazyqe,ZTF21aaaekuh,ZTF21aaisuss,ZTF21abutvjn,ZTFabc05298,ZTF21abvanyr,ZTF21abjtopr,ZTF18acsonov,0,8.181,8.5735,8.7245,8.7482,8.8085,9.0632,9.173,9.3665,9.4193,9.4916,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,SN Ia,None,None,SN Ia,None,None,None,-99.0,-99.0,-99.0,-99.0,0.113,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abusrwm,ZTF20abusrwm,ZTFabc49206,ZTFabc65573,ZTFabc53232,ZTFabc72737,ZTFabc49365,ZTFabc51409,ZTFabc18680,ZTFabc87560,ZTFabc43062,ZTFabc37236,0,4.6831,4.6834,4.6835,4.6847,4.6851,4.6879,4.6912,4.6966,4.7015,4.7063,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aaisqmw,ZTF18aaisqmw,ZTFabc49175,ZTFabc88244,ZTF21aabgdda,ZTFabc17152,ZTF21aanyfqu,ZTF20acwpixx,ZTF20acwxiad,ZTFabc57276,ZTFabc97883,ZTFabc86660,0,5.5486,5.6917,5.7255,5.7568,5.7705,5.7767,5.808,6.0642,6.2099,6.2762,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,0.0527,-99.0,-99.0,0.09562,-99.0,0.067158,0.077451,-99.0,-99.0,-99.0,-99.0
ZTF21achnqdo,ZTF21achnqdo,ZTFabc11583,ZTFabc74199,ZTFabc62828,ZTFabc40582,ZTFabc72807,ZTFabc29508,ZTF18aagtwyh,ZTF21abexmbi,ZTF18abuioue,ZTFabc08186,0,5.3993,5.4434,5.5697,5.9006,5.9531,6.285,6.4785,6.5453,6.615,6.7012,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,No_TNS,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.066041,-99.0,-99.0,-99.0
ZTF20acyntiu,ZTF20acyntiu,ZTF19abvhaqq,ZTF21aapwakp,ZTF19aagvzfy,ZTF20adadixi,ZTF21aauvmiz,ZTF18abxmxtq,ZTF21acegpky,ZTFabc78964,ZTFabc33141,ZTFabc47726,0,5.2886,5.2922,5.5369,5.5461,5.6454,5.6859,5.7202,5.7295,5.7544,5.7604,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,SN Ia,None,None,None,None,None,None,None,SN Ia,SN Ib,SN Ib,0.11,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aczeraw,ZTF18aczeraw,ZTF20acxtewc,ZTFabc74764,ZTF21aaoexgy,ZTFabc97246,ZTF20acwnrty,ZTFabc33813,ZTFabc83549,ZTFabc21280,ZTFabc24000,ZTFabc19196,0,7.3415,7.3882,7.4104,7.5199,7.5907,7.5992,7.6027,7.6056,7.6206,7.6258,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia,SN Ia-91T-like,-99.0,0.0363,-99.0,0.057,-99.0,0.065,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20aalkflm,ZTF20aalkflm,ZTFabc55322,ZTFabc88885,ZTFabc78517,ZTFabc27448,ZTFabc30645,ZTFabc42273,ZTFabc51658,ZTFabc30887,ZTFabc23304,ZTFabc34886,0,6.8373,6.8396,6.856,6.8615,6.8758,6.8759,6.8797,6.8804,6.8852,6.9218,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagtuzm,ZTF21aagtuzm,ZTFabc05868,ZTFabc72918,ZTFabc25784,ZTFabc87206,ZTFabc20649,ZTFabc35678,ZTFabc18833,ZTF20actoakx,ZTFabc74198,ZTFabc17209,0,5.4325,5.4591,5.4744,5.4786,5.4811,5.4832,5.4842,5.4859,5.4927,5.505,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,SN Ia,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia,SN Ia-91T-like,SN Ia-91T-like,0.042,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.03,-99.0,-99.0
ZTF21acblyia,ZTF21acblyia,ZTF21abdgbie,ZTF21aaphjns,ZTF20acpyndh,ZTF21aahhkyb,ZTF21aaphssg,ZTF18adazigr,ZTF21abwadcg,ZTF21aaiqifj,ZTF21aaqqjyd,ZTF21aawjipb,0,7.8217,7.8286,7.8587,7.9359,7.9636,7.9812,7.9869,8.0187,8.0281,8.0876,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18abtwqub,ZTF18abtwqub,ZTF21abdhbrh,ZTF18aczevei,ZTF18aaiumgp,ZTF20acibvgy,ZTF21abedumq,ZTF21aaabzbr,ZTF18aczeqva,ZTFabc49400,ZTFabc56212,ZTF21abeguum,0,7.5823,7.7238,7.9266,8.0639,8.1602,8.3574,8.4701,8.4795,8.5412,8.5967,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,None,None,None,None,None,None,None,None,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20achsfcq,ZTF20achsfcq,ZTFabc33748,ZTFabc03995,ZTF21aarhcpt,ZTFabc68760,ZTF21aaxxjen,ZTF21aarguvb,ZTFabc42177,ZTFabc35243,ZTFabc00645,ZTF21aaaecrv,0,5.7283,5.8741,5.96,5.9887,6.0466,6.5079,6.5144,6.5931,6.6523,6.6705,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.097,-99.0,-99.0,-99.0,-99.0,0.097,0.055,-99.0,-99.0,-99.0,0.078
ZTF21aaifyvi,ZTF21aaifyvi,ZTF18aatgdph,ZTFabc55361,ZTF19abvgxrq,ZTF21aapkhsc,ZTFabc80173,ZTFabc22209,ZTFabc84381,ZTFabc38846,ZTFabc04740,ZTFabc36740,0,7.3688,7.5544,7.8857,7.9674,7.9946,8.0489,8.111,8.194,8.2298,8.2795,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia-91T-like,0.053072,0.035896,-99.0,-99.0,0.04,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acrinvz,ZTF20acrinvz,ZTF21aabyoxv,ZTFabc70503,ZTFabc43564,ZTFabc14324,ZTFabc75709,ZTFabc34581,ZTFabc43620,ZTFabc11957,ZTF21aapoiht,ZTFabc17056,0,6.0772,6.5808,6.5831,6.5984,6.5989,6.6012,6.6186,6.6199,6.6326,6.6374,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,SN IIP,None,SN IIP,SN IIP,SN IIP,SN II,SN IIP,SN IIP,SN IIP,None,SN IIP,0.045,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
